"Accession","Min_1","Min_2","Gene","Protein"
"P14907",1.44167075197554e-05,1.51527618742597e-05,"YJL041W","NSP1"
"P14908",5.04982004143635e-06,4.86827566942042e-06,"YMR228W","MTF1"
"P14922",9.36239362340063e-05,7.62135642380569e-05,"YBR112C","CYC8"
"P15019",0.00556907640143208,0.00464701762852615,"YLR354C","TAL1"
"P15108",0.00269924166795602,0.00255983147540591,"YMR186W","HSC82"
"P15179",3.89789975986036e-07,3.79960865119272e-07,"YPL104W","MSD1"
"P15180",0.00124648062402798,0.00133255115339864,"YDR037W","KRS1"
"P15202",1.77502060316446e-05,2.30336453610393e-05,"YDR256C","CTA1"
"P15274",7.86473052759663e-05,7.29444988260442e-05,"YML035C","AMD1"
"P15303",0.000356267200238537,0.000331996191313075,"YPR181C","SEC23"
"P15365",2.18387185862278e-05,2.0033978389139e-05,"YJR152W","DAL5"
"P15367",1.00092096739772e-05,8.61477303025294e-06,"YIR022W","SEC11"
"P15424",8.74005099923392e-05,8.15483382040771e-05,"YDR194C","MSS116"
"P15436",1.6117777779771e-05,1.47858131165494e-05,"YDL102W","POL3"
"P15442",2.92290254541825e-05,2.99078864321697e-05,"YDR283C","GCN2"
"P15454",0.000122140892446059,0.000160888335211215,"YDR454C","GUK1"
"P15496",9.89562705038767e-05,8.16759565089624e-05,"YPL117C","IDI1"
"P15565",0.000100608491167026,0.000108152043191859,"YDR120C","TRM1"
"P15624",0.000303598192740266,0.000286327569455617,"YLR060W","FRS1"
"P15625",0.000291197983794702,0.000302710447624417,"YFL022C","FRS2"
"P15646",0.000441507348986319,0.000610209852058989,"YDL014W","NOP1"
"P15700",0.000194630519507765,0.000178764361245558,"YKL024C","URA6"
"P15703",0.000480677141785598,0.000427886280560695,"YGR282C","BGL2"
"P15705",0.000586593059651917,0.000576813048658763,"YOR027W","STI1"
"P15790",4.80215270133387e-05,4.31742091613434e-05,"YIL035C","CKA1"
"P15807",1.1510580793688e-05,9.13288310127258e-06,"YBR213W","MET8"
"P15873",0.0002432849589022,0.000198559682161182,"YBR088C","POL30"
"P15891",8.17647253772337e-05,8.94459033935274e-05,"YCR088W","ABP1"
"P15938",2.29370826556744e-06,2.67667838046616e-06,"YKR086W","PRP16"
"P15992",0.000270257863535206,0.000380001008347038,"YBR072W","HSP26"
"P16120",0.000809563033924121,0.00062480844627801,"YCR053W","THR4"
"P16140",0.000727023627862605,0.000885836818392849,"YBR127C","VMA2"
"P16370",1.08213842365353e-06,1.56955822765505e-06,"YIL021W","RPB3"
"P16387",0.000585518601450818,0.00056322711764854,"YER178W","PDA1"
"P16451",3.73381806749366e-05,3.14721397027515e-05,"YGR193C","PDX1"
"P16467",5.98716410816722e-06,5.12034336737936e-06,"YLR134W","PDC5"
"P16474",0.000909965444597547,0.000730580051124548,"YJL034W","KAR2"
"P16521",0.0139088710445408,0.0120652203228895,"YLR249W","YEF3"
"P16522",5.56478931194048e-06,5.49760405955767e-06,"YHR166C","CDC23"
"P16547",0.00030685785127411,0.000383830904295015,"YIL136W","OM45"
"P16550",0.000239557749559071,0.000213426548614873,"YCL050C","APA1"
"P16603",0.000213835557803601,0.000234537869212361,"YHR042W","NCP1"
"P16622",0.000115831537414797,0.000104379047170929,"YOR176W","HEM15"
"P16639",2.92540465433203e-06,3.1171297830246e-06,"YGL017W","ATE1"
"P16649",0.000157674527662927,0.000153187257098136,"YCR084C","TUP1"
"P16661",2.16631878869692e-05,2.36777400207504e-05,"YBR110W","ALG1"
"P16664",7.31408214887951e-06,7.01687778163967e-06,"YDR137W","RGP1"
"P16861",0.00223005616881941,0.0022193532657916,"YGR240C","PFK1"
"P16862",0.00138961591549081,0.00146070037172358,"YMR205C","PFK2"
"P16892",2.80011158370965e-05,2.79973472446337e-05,"YBL016W","FUS3"
"P17064",0.000445171031921589,0.000496806996971754,"YER056C","FCY2"
"P17065",1.2840499688863e-05,1.07656689639198e-05,"YNL272C","SEC2"
"P17076",0.000682764258273082,0.000727000954105142,"YHL033C","RPL8A"
"P17106",6.83389249325246e-05,5.14478839121028e-05,"YJR060W","CBF1"
"P17121",1.50098199370984e-06,1.2585901639376e-06,"YDR389W","SAC7"
"P17157",2.77803508775725e-05,2.73664246324183e-05,"YPL031C","PHO85"
"P17255",0.00279236816141176,0.00275592107362519,"YDL185W","VMA1"
"P17423",0.000289270450540943,0.000364434409322529,"YHR025W","THR1"
"P17442",1.43244127407096e-05,1.2109854859703e-05,"YGR233C","PHO81"
"P17505",9.50392942687233e-05,0.000125213256436942,"YKL085W","MDH1"
"P17536",0.000116402421290242,0.000110032903508825,"YNL079C","TPM1"
"P17555",0.000166739828590573,0.000126428920486121,"YNL138W","SRV2"
"P17558",2.46394217801366e-05,2.63870072440619e-05,"YOR158W","PET123"
"P17629",1.89230152582736e-05,1.61410358620968e-05,"YDR138W","HPR1"
"P17649",5.0691906069247e-05,5.05237280434177e-05,"YGR019W","UGA1"
"P17695",4.22472664331554e-06,3.31231368588179e-06,"YDR513W","GRX2"
"P17709",0.000130137460720812,0.000120241839821043,"YCL040W","GLK1"
"P17883",9.25109093162378e-05,8.25055668949178e-05,"YPR189W","SKI3"
"P17890",1.14664725016441e-05,9.05833812338363e-06,"YNL151C","RPC31"
"P17891",0.000123484616652011,9.71887125187285e-05,"YGR167W","CLC1"
"P17898",1.04995723241572e-05,9.05197152056032e-06,"YNL130C","CPT1"
"P17967",0.000373581114241027,0.000481995402475574,"YCL043C","PDI1"
"P18239",0.00299338535548871,0.00264709525457875,"YBL030C","PET9"
"P18408",2.13724145221183e-05,2.19629297717625e-05,"YPR167C","MET16"
"P18480",5.61251150376945e-06,4.9349826040081e-06,"YBR289W","SNF5"
"P18496",4.25192708835488e-06,4.95266351366841e-06,"YLR393W","ATP10"
"P18544",7.24841208657097e-05,7.63670729528782e-05,"YOL140W","ARG8"
"P18562",0.000286574854298564,0.00029801574337725,"YHR128W","FUR1"
"P18759",8.64929146659966e-05,8.54486615999027e-05,"YBR080C","SEC18"
"P18851",9.72038044316862e-06,1.10804118240125e-05,"YOR212W","STE4"
"P18900",1.99041206482755e-05,1.67335190019035e-05,"YBR003W","COQ1"
"P18961",7.43921720296359e-07,7.64515202199047e-07,"YMR104C","YPK2"
"P18962",0.000134257854523098,0.000161137417666797,"YHR028C","DAP2"
"P18963",9.01926590648931e-06,7.52386254115176e-06,"YBR140C","IRA1"
"P19073",7.11333659612473e-05,7.4037515859973e-05,"YLR229C","CDC42"
"P19097",0.00317612180292664,0.00311187923932236,"YPL231W","FAS2"
"P19145",7.02416757269101e-05,6.10663929903087e-05,"YKR039W","GAP1"
"P19146",1.96032961383365e-05,1.88730180691816e-05,"YDL137W","ARF2"
"P19158",3.53198428260806e-06,3.26712070661589e-06,"YOL081W","IRA2"
"P19262",2.62263413758944e-05,3.53474008559493e-05,"YDR148C","KGD2"
"P19263",3.46965712169089e-05,2.90316482555773e-05,"YLR071C","RGR1"
"P19358",0.000246686293856354,0.000204932269518938,"YDR502C","SAM2"
"P19414",0.00169555863362912,0.0020758888954756,"YLR304C","ACO1"
"P19454",0.000117207430699136,9.58281539753506e-05,"YOR061W","CKA2"
"P19516",1.35054841042137e-05,1.09391340323538e-05,"YPL132W","COX11"
"P19524",0.000230943646403698,0.000192652327592748,"YOR326W","MYO2"
"P19658",3.6354464052672e-06,3.026669353464e-06,"YJL085W","EXO70"
"P19659",2.81099561916339e-05,3.31873651984528e-05,"YOL051W","GAL11"
"P19735",1.36540687773232e-05,1.19766982309649e-05,"YBR055C","PRP6"
"P19736",1.6830483804012e-06,1.5301448910016e-06,"YDL030W","PRP9"
"P19807",1.71105358616893e-05,1.42189350224379e-05,"YGL077C","HNM1"
"P19812",5.41918004211054e-05,4.40411539004762e-05,"YGR184C","UBR1"
"P19881",2.63376381452429e-05,2.71093972674058e-05,"YDL236W","PHO13"
"P19882",0.00366919240395939,0.00352217439781396,"YLR259C","HSP60"
"P19956",2.07178920964039e-06,2.13107476459904e-06,"YMR225C","MRPL44"
"P20049",5.45392914052682e-06,4.82451112305743e-06,"YBR166C","TYR1"
"P20051",6.67987984508918e-05,8.67428435797293e-05,"YLR420W","URA4"
"P20053",3.5421217944757e-06,2.83030246351244e-06,"YPR178W","PRP4"
"P20081",0.000264409459894138,0.00034583428732322,"YNL135C","FPR1"
"P20084",2.66332222138645e-05,2.93187201158689e-05,"YMR286W","MRPL33"
"P20107",0.000239153922883364,0.000191470412861791,"YMR243C","ZRC1"
"P20133",1.58176853607903e-05,1.44670673746271e-05,"YPR176C","BET2"
"P20134",2.23167198015066e-06,2.31886963372288e-06,"YOR140W","SFL1"
"P20424",0.000174666910529958,0.00017155818542329,"YPR088C","SRP54"
"P20433",1.67364699308999e-06,1.34050126642623e-06,"YJL140W","RPB4"
"P20434",2.56219734667344e-05,2.75159078451407e-05,"YBR154C","RPB5"
"P20435",5.02140683929643e-05,5.07070639942054e-05,"YPR187W","RPO26"
"P20436",2.60687416785509e-05,3.35373060066815e-05,"YOR224C","RPB8"
"P20447",0.00166179992132966,0.00166439037993497,"YGL078C","DBP3"
"P20448",5.74870302017442e-05,6.84999413611039e-05,"YJL033W","HCA4"
"P20449",8.23899559865731e-05,7.38586428726944e-05,"YOR046C","DBP5"
"P20457",1.68879265151287e-05,1.44710221246436e-05,"YKL045W","PRI2"
"P20459",0.000983128101857379,0.000803689036009004,"YJR007W","SUI2"
"P20484",4.2332982827596e-05,4.07714137199027e-05,"YKL021C","MAK11"
"P20485",0.000104997616057017,8.43568568633625e-05,"YLR133W","CKI1"
"P20486",7.39957072977144e-06,1.23630881476549e-05,"YBR135W","CKS1"
"P20604",5.24057900047557e-06,4.75558623164636e-06,"YDL047W","SIT4"
"P20606",0.000145068355205841,0.000110069198245722,"YPL218W","SAR1"
"P20676",2.23940943085373e-06,2.37327222874442e-06,"YOR098C","NUP1"
"P20795",7.02644486135078e-06,5.5082762369778e-06,"YLR396C","VPS33"
"P20967",0.000413739151474184,0.000408743963380935,"YIL125W","KGD1"
"P21147",8.17985329161399e-05,8.37414636405051e-05,"YGL055W","OLE1"
"P21182",2.44046655804648e-05,3.19056701088853e-05,"YOL052C","SPE2"
"P21242",0.000130823331969971,0.000155117758788799,"YOR362C","PRE10"
"P21243",0.000102594617202956,0.000120685873970613,"YGL011C","SCL1"
"P21264",0.000723997686956624,0.000693806357912736,"YOR128C","ADE2"
"P21269",2.58005065585934e-05,2.74218257647182e-05,"YER168C","CCA1"
"P21304",0.000196610002532745,0.000187259397472789,"YLR196W","PWP1"
"P21306",1.28817521098224e-05,1.51371334903465e-05,"YPL271W","ATP15"
"P21339",9.88196230383997e-06,9.27400204454615e-06,"YOR188W","MSB1"
"P21374",1.63393574003812e-06,1.62609252404571e-06,"YJR050W","ISY1"
"P21375",4.36300657377142e-06,3.68980328324972e-06,"YJR051W","OSM1"
"P21524",0.000269029196720766,0.000285030845761956,"YER070W","RNR1"
"P21538",2.42634703567747e-05,2.49936631250639e-05,"YBR049C","REB1"
"P21560",2.53424897974557e-05,2.18546236289882e-05,"YPL215W","CBP3"
"P21576",0.000333642793026377,0.000275832598783928,"YKR001C","VPS1"
"P21657",5.08146854750008e-06,4.73420452414487e-06,"YIR023W","DAL81"
"P21734",8.57333429893596e-05,6.03867227238388e-05,"YDR177W","UBC1"
"P21771",2.54400741211926e-05,2.25713035582967e-05,"YDR337W","MRPS28"
"P21801",0.000399453399500392,0.00045553048469104,"YLL041C","SDH2"
"P21825",1.24893021032791e-05,1.3570243137038e-05,"YPL094C","SEC62"
"P21826",1.71206027057461e-05,1.49406124593877e-05,"YIR031C","DAL7"
"P21827",4.33804431673858e-05,4.84864788199751e-05,"YGL097W","SRM1"
"P21951",8.05449866355654e-06,6.63104538019927e-06,"YNL262W","POL2"
"P21954",0.000601051105761157,0.000606876126693466,"YDL066W","IDP1"
"P21957",3.40020833535668e-05,2.88561916793515e-05,"YHL020C","OPI1"
"P21965",0.000129708541106429,0.000122040508321188,"YNL307C","MCK1"
"P22007",4.71176606126302e-06,3.89261765370835e-06,"YDL090C","RAM1"
"P22023",2.73302733148393e-05,2.15941371792741e-05,"YOR336W","KRE5"
"P22035",6.17795063602437e-06,5.85296815644152e-06,"YKR099W","BAS1"
"P22082",2.625596464993e-05,2.36807041914877e-05,"YOR290C","SNF2"
"P22133",0.000294533082071313,0.000251240141002232,"YOL126C","MDH2"
"P22134",9.69138580406884e-06,9.2760674901364e-06,"YER142C","MAG1"
"P22135",4.04282077948052e-05,3.395976993078e-05,"YJL180C","ATP12"
"P22136",3.85739733192652e-06,2.93140453754094e-06,"YMR282C","AEP2"
"P22137",0.000484951101157532,0.000397330408184226,"YGL206C","CHC1"
"P22138",0.000163823376581702,0.000155151987413551,"YPR010C","RPA135"
"P22139",2.41695676543087e-05,2.2460501031387e-05,"YOR210W","RPB10"
"P22140",4.71864875691992e-06,3.85742783252797e-06,"YHR123W","EPT1"
"P22141",0.000274708138532728,0.000383152310497747,"YER012W","PRE1"
"P22146",0.000672087579144725,0.000548838407502714,"YMR307W","GAS1"
"P22147",0.000291417872807527,0.000281823232674687,"YGL173C","XRN1"
"P22202",2.6509673594029e-05,2.5090415749764e-05,"YER103W","SSA4"
"P22203",0.000519041589170028,0.000398632884549426,"YOR332W","VMA4"
"P22204",1.2802599143077e-05,1.22226756775341e-05,"YGR092W","DBF2"
"P22211",1.1104462082579e-05,1.46300432825985e-05,"YNL183C","NPR1"
"P22213",7.59819165472024e-05,6.46886247709122e-05,"YDR189W","SLY1"
"P22214",1.60671542691204e-05,1.63925192866771e-05,"YLR268W","SEC22"
"P22216",4.24846774101715e-06,4.17597695329087e-06,"YPL153C","RAD53"
"P22219",3.9170965408295e-06,4.47950007877378e-06,"YBR097W","VPS15"
"P22224",4.52333307494685e-05,3.41216340292901e-05,"YGL233W","SEC15"
"P22276",4.06474158603658e-05,3.4594427065044e-05,"YOR207C","RET1"
"P22289",0.000115787613732031,0.000105122665742957,"YGR183C","QCR9"
"P22336",0.000202879113828578,0.000195657562080302,"YAR007C","RFA1"
"P22353",4.87052744741016e-05,4.93032304823453e-05,"YJL063C","MRPL8"
"P22354",2.90358685241736e-05,3.33655452437976e-05,"YKR085C","MRPL20"
"P22434",6.62901981399942e-06,5.96869592823124e-06,"YGL248W","PDE1"
"P22438",5.20921092749105e-06,4.65241319538422e-06,"YGR171C","MSM1"
"P22470",3.9474262399424e-06,3.01137154746915e-06,"YDR143C","SAN1"
"P22515",0.000590668698308678,0.000574305741507477,"YKL210W","UBA1"
"P22516",3.36848841755235e-07,3.70354129908803e-07,"YPL008W","CHL1"
"P22517",2.94383602038538e-05,2.69643177128885e-05,"YOL016C","CMK2"
"P22543",6.53104684358935e-06,7.14424571680539e-06,"YLR240W","VPS34"
"P22579",8.0437698631495e-05,6.8808928382471e-05,"YOL004W","SIN3"
"P22696",3.55169092110392e-07,3.98743150426054e-07,"YJR017C","ESS1"
"P22768",0.00151271319937783,0.00193412961406581,"YOL058W","ARG1"
"P22803",7.16528299966703e-06,1.00677452870115e-05,"YGR209C","TRX2"
"P22804",9.85695453884125e-06,7.84367920412465e-06,"YIL004C","BET1"
"P22855",2.61930755740981e-05,2.89311547272236e-05,"YGL156W","AMS1"
"P22936",4.10794387290179e-05,3.33732131214323e-05,"YKL114C","APN1"
"P22943",1.75176318569793e-05,2.45819898323988e-05,"YFL014W","HSP12"
"P23180",1.58057940119831e-05,1.45928957369402e-05,"YHL021C","AIM17"
"P23201",3.04963130305284e-05,2.61704052962929e-05,"YLL021W","SPA2"
"P23202",4.86248820580737e-05,4.28701153927275e-05,"YNL229C","URE2"
"P23248",0.00367288601619553,0.00371282642504885,"YML063W","RPS1B"
"P23254",0.00411530930030796,0.00374289656963689,"YPR074C","TKL1"
"P23255",9.17075067193444e-06,7.34961214746616e-06,"YCR042C","TAF2"
"P23287",6.41401743784714e-06,5.98216038000839e-06,"YLR433C","CNA1"
"P23291",3.47037802053529e-06,2.66589465606302e-06,"YHR135C","YCK1"
"P23292",4.09223686473039e-05,3.47628388276863e-05,"YNL154C","YCK2"
"P23293",9.72318132529833e-06,8.32152395759185e-06,"YPR161C","SGV1"
"P23301",0.000780810549749394,0.000918064951555624,"YEL034W","HYP2"
"P23337",1.0749052768233e-06,1.08488824356571e-06,"YFR015C","GSY1"
"P23369",6.16378546578054e-06,6.78607173017833e-06,"YGR076C","MRPL25"
"P23394",4.64655411609016e-06,4.44199265190415e-06,"YDR243C","PRP28"
"P23503",1.05779401851044e-05,9.2082456752495e-06,"YNL240C","NAR1"
"P23542",0.000754228736098945,0.000743518583011489,"YLR027C","AAT2"
"P23585",9.17649825961319e-05,8.26579244093835e-05,"YMR011W","HXT2"
"P23595",1.56125706433441e-05,1.40189839418246e-05,"YDL188C","PPH22"
"P23615",0.000198962368189111,0.000209029459444279,"YGR116W","SPT6"
"P23638",7.19060110658634e-05,5.88901299436052e-05,"YGR135W","PRE9"
"P23639",0.000132812883887656,0.000193943889826563,"YML092C","PRE8"
"P23641",0.00120192494059398,0.0011752972987875,"YJR077C","MIR1"
"P23642",1.38824985765958e-05,1.09131349359773e-05,"YML115C","VAN1"
"P23644",0.000407812182737636,0.000361494132062165,"YMR203W","TOM40"
"P23724",0.000241097147255587,0.000181699441265745,"YBL041W","PRE7"
"P23776",0.000137240393657889,0.000143272791432815,"YLR300W","EXG1"
"P23796",3.55475180624811e-06,3.26892085740021e-06,"YMR283C","RIT1"
"P23797",4.45042287575705e-07,3.82142360968036e-07,"YMR281W","GPI12"
"P23833",1.21582961278925e-05,1.070413086753e-05,"YBR037C","SCO1"
"P23968",6.79475278010441e-05,5.28794879157569e-05,"YHR026W","VMA16"
"P24000",3.34796185316922e-06,3.80734716858614e-06,"YGR148C","RPL24B"
"P24004",4.48100324715947e-05,5.06528189955685e-05,"YKL197C","PEX1"
"P24276",3.75040519302299e-05,3.23742933540759e-05,"YDR293C","SSD1"
"P24279",4.74241470137185e-05,4.38610555537228e-05,"YEL032W","MCM3"
"P24280",0.000376753503459578,0.000333827799309601,"YMR079W","SEC14"
"P24384",8.84684092388328e-06,1.0421068479369e-05,"YER013W","PRP22"
"P24482",1.29244156548166e-05,1.33275745129315e-05,"YPR175W","DPB2"
"P24521",1.51292045910714e-05,1.41598851984255e-05,"YMR220W","ERG8"
"P24583",8.79153665326951e-06,7.81539239524849e-06,"YBL105C","PKC1"
"P24720",2.89075748012923e-06,3.09419305113549e-06,"YOR350C","MNE1"
"P24783",0.000363242393330617,0.000433885287743904,"YNL112W","DBP2"
"P24784",4.00649533940656e-06,4.85223103112231e-06,"YPL119C","DBP1"
"P24814",1.73487826796886e-05,1.52391789852914e-05,"YJR090C","GRR1"
"P25037",0.000107215133652541,8.383783531634e-05,"YDL122W","UBP1"
"P25038",1.05013644956785e-05,1.01563752212839e-05,"YOL023W","IFM1"
"P25039",4.03197134734175e-05,4.56290441605269e-05,"YLR069C","MEF1"
"P25040",2.5814055757591e-05,2.55927760775726e-05,"YOL022C","TSR4"
"P25043",0.000248527617100178,0.000212854828237519,"YOR157C","PUP1"
"P25044",7.85263507856048e-07,8.25771285603727e-07,"YDL230W","PTP1"
"P25045",2.29709063253377e-05,2.51219832103691e-05,"YMR296C","LCB1"
"P25087",0.000486897358929878,0.000465657030005108,"YML008C","ERG6"
"P25270",1.2351229588696e-05,1.19662602240949e-05,"YOR201C","MRM1"
"P25293",0.000310901104064903,0.000239345344287306,"YKR048C","NAP1"
"P25294",0.00044196208343375,0.0006338121561532,"YNL007C","SIS1"
"P25296",1.10558788101906e-05,8.94172669997129e-06,"YKL190W","CNB1"
"P25298",6.76950378118573e-05,5.90608584306674e-05,"YMR061W","RNA14"
"P25303",2.81564825359394e-06,2.94007331162634e-06,"YMR214W","SCJ1"
"P25335",1.09423028354676e-05,1.11971931259092e-05,"YIR029W","DAL2"
"P25339",2.53449389334253e-05,2.65972358678519e-05,"YGL014W","PUF4"
"P25340",5.38762694574005e-05,4.41176468832826e-05,"YGL012W","ERG4"
"P25342",9.27093546624394e-05,7.79142743762031e-05,"YCR002C","CDC10"
"P25343",0.000187191142245956,0.000186530881683376,"YCR009C","RVS161"
"P25344",1.10989957922036e-05,9.28224783834451e-06,"YCL032W","STE50"
"P25345",1.45641496072961e-05,1.2326671383848e-05,"YCR024C","SLM5"
"P25348",5.91162756686312e-06,6.51900084866508e-06,"YCR003W","MRPL32"
"P25349",3.37165531536702e-05,3.96625044312461e-05,"YCR004C","YCP4"
"P25351",1.58975147259924e-05,1.38173133501577e-05,"YCR023C","YCR023C"
"P25355",1.76239536777034e-05,1.37513296891811e-05,"YCR054C","CTR86"
"P25356",1.18167085188178e-05,1.20638987969307e-05,"YCR032W","BPH1"
"P25357",3.82283153165221e-06,4.31915502601144e-06,"YCR033W","SNT1"
"P25358",5.3721119532913e-05,4.84102282112718e-05,"YCR034W","ELO2"
"P25359",2.84934872161203e-05,2.95248590353272e-05,"YCR035C","RRP43"
"P25360",4.79418113074038e-06,4.92530690857044e-06,"YCR037C","PHO87"
"P25365",1.82486742140038e-05,1.739217879242e-05,"YCR067C","SED4"
"P25367",0.000461674646175294,0.000385529261463344,"YCL028W","RNQ1"
"P25368",1.43884027340559e-06,1.68540651992051e-06,"YCL031C","RRP7"
"P25369",8.43287699986276e-05,7.38083700661384e-05,"YCL034W","LSB5"
"P25371",4.91384690763826e-05,4.41591920800764e-05,"YCR011C","ADP1"
"P25372",4.95229250282063e-05,5.84142567529329e-05,"YCR083W","TRX3"
"P25373",7.88387159939465e-05,6.63720373181459e-05,"YCL035C","GRX1"
"P25374",6.51565095085815e-05,6.8631275900717e-05,"YCL017C","NFS1"
"P25375",7.17291736472913e-05,6.89745777135983e-05,"YCL057W","PRD1"
"P25376",2.68683595842101e-06,2.68899811774018e-06,"YCL025C","AGP1"
"P25382",2.70073828200753e-05,3.18481202747841e-05,"YCR072C","RSA4"
"P25385",1.11867528556299e-05,9.59487811569044e-06,"YLR078C","BOS1"
"P25386",2.39867796179183e-05,1.69104880133496e-05,"YDL058W","USO1"
"P25389",4.14356103891965e-06,3.48681435420401e-06,"YCL024W","KCC4"
"P25441",7.37335520956375e-06,1.01063619247428e-05,"YDL150W","RPC53"
"P25443",0.0030911718718522,0.00303621353728261,"YGL123W","RPS2"
