"Accession","Gene","Protein","Min_1","Min_2","Rich_1","Rich_2"
"Q03690","YMR012W","CLU1",0.00046816479459035,0.00042720621202386,0.000592433856983535,0.000580149289711886
"Q03705","YML036W","CGI121",2.33005182051788e-05,2.13548571729736e-05,2.39921194357751e-05,2.34721102805293e-05
"Q03707","YML034W","SRC1",3.04988601009109e-05,3.06639245058409e-05,2.76537249050283e-05,2.83474598116703e-05
"Q03713","YML030W","RCF1",2.46132907983845e-06,2.12358128466143e-06,2.76956593087803e-06,2.84171576437624e-06
"Q03723","YML019W","OST6",1.13359562457106e-05,9.37863176756158e-06,1.20369313907569e-05,1.18397011826271e-05
"Q03730","YML018C","YML018C",2.53552891499105e-05,2.10199065417419e-05,1.19009406603662e-05,1.2638048277534e-05
"Q03735","YML117W","NAB6",7.24535651148956e-06,6.78290498318893e-06,7.47355836889127e-06,7.86148294628715e-06
"Q03750","YML114C","TAF8",2.00497640851814e-06,1.88043666027056e-06,2.3568690428201e-06,2.01623215682038e-06
"Q03758","YML111W","BUL2",3.23020755941813e-07,3.5226780710184e-07,3.62765879830916e-07,3.63538313505603e-07
"Q03761","YDR145W","TAF12",3.2868776146305e-05,3.27376700923542e-05,3.87554610851001e-05,3.72902455256054e-05
"Q03764","YDR147W","EKI1",7.09477834054684e-06,5.46140567484277e-06,7.28090052739829e-06,7.22424921070329e-06
"Q03768","YDR152W","GIR2",3.83361976182531e-06,3.33332381082746e-06,4.54314085022366e-06,4.61375199220193e-06
"Q03769","YDR153C","ENT5",2.75737765473013e-05,2.51827985828029e-05,3.13110267039017e-05,3.13787988656257e-05
"Q03771","YDR161W","ACL4",1.57413267022933e-05,1.26885421517307e-05,1.83994539985598e-05,1.71185727358116e-05
"Q03774","YDR165W","TRM82",1.93447020855164e-05,1.67940239253063e-05,2.19975742117897e-05,2.18561888058312e-05
"Q03776","YDR235W","PRP42",1.05572900244804e-05,7.91860473324607e-06,1.15381440797315e-05,1.1145414169305e-05
"Q03778","YDR236C","FMN1",5.73171985520236e-06,4.74541684109503e-06,6.10950702931478e-06,6.42093001455952e-06
"Q03782","YDR240C","SNU56",7.22514258751552e-06,6.37294280637854e-06,7.77932653774395e-06,6.72849254473657e-06
"Q03786","YDR248C","YDR248C",2.75523378856111e-06,2.37208634692132e-06,2.7406826929766e-06,2.70689316671927e-06
"Q03790","YMR153W","NUP53",1.0467680163162e-06,1.20404382084189e-06,1.24292247608314e-06,1.13929471740964e-06
"Q03798","YMR157C","AIM36",2.3643755136045e-05,1.88257325768788e-05,2.48388403603e-05,2.40564011174566e-05
"Q03799","YMR158W","MRPS8",2.79805002983414e-05,2.69260217438151e-05,2.97653270320342e-05,3.1318709308259e-05
"Q03818","YMR159C","ATG16",2.4620018491197e-07,2.35461849330232e-07,2.63907060670619e-07,3.23746142847756e-07
"Q03823","YMR160W","YMR160W",3.64430303702192e-06,3.34647955418937e-06,4.28014137362272e-06,4.12330549656406e-06
"Q03829","YMR166C","YMR166C",2.37686644491336e-06,2.30563056453423e-06,2.50705968626653e-06,2.64345051743448e-06
"Q03834","YDR097C","MSH6",3.89473349562142e-05,3.21679327463434e-05,4.39164868440775e-05,4.31976585097261e-05
"Q03835","YDR098C","GRX3",4.34007597481193e-06,4.18617889964212e-06,4.92436531600552e-06,4.85191260132177e-06
"Q03860","YDR100W","TVP15",1.15661287533975e-05,9.21226397246615e-06,1.08668979491492e-05,1.02934597569171e-05
"Q03862","YDR101C","ARX1",0.000365055428904601,0.000337900718567469,0.000475585362665505,0.000471891785548496
"Q03921","YDR141C","DOP1",8.689658778841e-05,7.03372054937752e-05,8.78025663002442e-05,8.69617720967095e-05
"Q03940","YDR190C","RVB1",0.000199628489322255,0.000165418112768604,0.000215606586841617,0.000188819755909058
"Q03941","YDR196C","CAB5",2.2322752945131e-06,1.99113822873454e-06,2.43415980709597e-06,2.47566364578343e-06
"Q03942","YDR198C","RKM2",1.5807128364227e-05,1.18849598832191e-05,1.56828729891202e-05,1.52134201392402e-05
"Q03954","YDR201W","SPC19",1.02320867345132e-06,8.99554392261165e-07,1.08674654637885e-06,1.04627310860274e-06
"Q03957","YKL139W","CTK1",5.5563835338704e-06,5.54630184121058e-06,7.27582189836348e-06,7.35414197391806e-06
"Q03973","YDR174W","HMO1",9.66632404759823e-05,0.000109711919509633,0.000103553810093933,0.000119413453091573
"Q03976","YDR175C","RSM24",2.32757557526902e-05,2.15247576189168e-05,2.72147636367981e-05,2.86628937760459e-05
"Q04002","YDR180W","SCC2",1.84160855095827e-05,1.40523656840205e-05,1.95320703448846e-05,2.02295774709821e-05
"Q04013","YMR241W","YHM2",0.000944314696168323,0.000946566117568271,0.000466895987356163,0.000478734525304392
"Q04031","YDR412W","RRP17",1.77179461387294e-06,1.82280875529491e-06,2.03866267573109e-06,1.93495556154056e-06
"Q04033","YDR415C","YDR415C",1.02086978666609e-06,7.7657929671979e-07,1.62859970875378e-06,1.71553395109605e-06
"Q04048","YDR416W","SYF1",1.25428505697417e-05,1.09682730316182e-05,1.3750430035365e-05,1.32663047727627e-05
"Q04052","YDR421W","ARO80",8.65405973613951e-07,7.07355429525907e-07,9.07382253000228e-07,1.01043775376555e-06
"Q04053","YDR425W","SNX41",1.40775484494129e-06,1.08895538303131e-06,1.5875540102642e-06,1.52844192336585e-06
"Q04062","YDR427W","RPN9",0.000457363504261435,0.000395913347609967,0.000475332083578974,0.000470168230800097
"Q04066","YDR428C","BNA7",1.1612981903553e-05,1.03573664424547e-05,1.21825782839818e-05,1.19310478702096e-05
"Q04067","YDR429C","TIF35",0.000227045839514673,0.000311600876967491,0.000324879365103683,0.000355412725939975
"Q04080","YDR434W","GPI17",5.04743699386805e-05,3.85293593571608e-05,5.02005632086134e-05,5.13630360388062e-05
"Q04081","YDR435C","PPM1",1.84856404947841e-05,2.00198079281347e-05,1.98105883842121e-05,1.9723799119543e-05
"Q04093","YDR444W","YDR444W",3.13792492169852e-06,3.53540186682922e-06,3.27401029795871e-06,3.47977154569273e-06
"Q04119","YDR452W","PPN1",1.5460730419022e-05,1.38855170104125e-05,1.73192961738728e-05,1.79958975146964e-05
"Q04120","YDR453C","TSA2",2.21455286780571e-07,2.40599150597054e-07,2.85488539160414e-07,2.81829097768923e-07
"Q04149","YDR386W","MUS81",6.96429500682162e-07,5.72206027963249e-07,6.81408056379994e-07,6.90690985780524e-07
"Q04170","YDR391C","YDR391C",2.92404863894012e-06,1.86576941025852e-06,2.89346287845e-06,2.87037068459261e-06
"Q04172","YDR393W","SHE9",7.58577893638157e-06,6.3454486912756e-06,8.58575513909147e-06,8.62197829744907e-06
"Q04175","YDR395W","SXM1",0.000184347258083215,0.000135970881574617,0.000198547566791091,0.000195030496292353
"Q04177","YDR398W","UTP5",5.0091571478435e-05,4.78919234577663e-05,5.6007615902788e-05,5.72425589593839e-05
"Q04178","YDR399W","HPT1",2.49456430728801e-05,2.02954437174622e-05,2.46732095093475e-05,2.50708892356731e-05
"Q04183","YDR407C","TRS120",9.71131845661971e-06,7.97141389180595e-06,1.03694506583485e-05,9.33243800525857e-06
"Q04195","YDR409W","SIZ1",8.67416258745055e-07,8.44248238257272e-07,7.53194389476405e-07,8.23466830749193e-07
"Q04199","YML102W","CAC2",2.47077228596333e-06,3.06483407902418e-06,2.85362363938591e-06,2.77161668285063e-06
"Q04212","YMR041C","ARA2",4.28244922548526e-05,3.33390585173758e-05,5.46775299581694e-05,5.6364719925531e-05
"Q04217","YMR128W","ECM16",4.70211616768523e-05,4.30574959950379e-05,5.83870600556469e-05,5.81018197178578e-05
"Q04223","YMR130W","YMR130W",6.83358594905626e-07,4.62505076239246e-07,7.90281210172658e-07,7.21433791107721e-07
"Q04225","YMR131C","RRB1",3.93178128583304e-06,5.0789208935657e-06,4.56804586140161e-06,4.48892372757712e-06
"Q04226","YML015C","TAF11",1.12256547385323e-05,8.09854447990553e-06,1.13550981789027e-05,1.14227355762226e-05
"Q04228","YML013W","UBX2",1.45245572648359e-05,1.42483054365868e-05,1.60039339105183e-05,1.65621196664657e-05
"Q04231","YML011C","RAD33",2.31381566752789e-06,1.80362709271908e-06,2.59167810781972e-06,2.58497700372316e-06
"Q04233","YML006C","GIS4",2.98456704186746e-06,2.8465824181714e-06,3.09890135779466e-06,3.05286301965549e-06
"Q04264","YMR076C","PDS5",5.42541469472818e-05,4.2978554839989e-05,5.94164245071962e-05,5.94334182507159e-05
"Q04279","YMR086W","SEG1",3.45169727159142e-06,3.97931488255653e-06,3.97517399346941e-06,3.25521827958794e-06
"Q04301","YMR088C","VBA1",2.57929471802493e-05,2.08685040111447e-05,1.12968492530801e-05,1.10740786693153e-05
"Q04305","YMR093W","UTP15",2.3901207561552e-05,2.00004407979984e-05,2.608176158299e-05,2.55155576856432e-05
"Q04311","YDR049W","VMS1",4.05912050164643e-06,4.4592833775489e-06,4.73894297336635e-06,4.87369369339584e-06
"Q04322","YMR192W","GYL1",3.72662777246121e-06,3.03193483491086e-06,4.16131493829962e-06,4.16250511962326e-06
"Q04336","YMR196W","YMR196W",2.00390410008144e-05,1.82496215448658e-05,2.43685867982246e-05,2.35520579493423e-05
"Q04338","YMR197C","VTI1",1.04370883975467e-05,8.21355801566277e-06,1.11393223387233e-05,1.08326974327218e-05
"Q04341","YDR031W","MIX14",2.52114530818081e-05,2.12334593054348e-05,2.7129199377994e-05,2.69857777960375e-05
"Q04344","YDL125C","HNT1",4.19050679429134e-05,4.86307813977242e-05,4.25387273467523e-05,4.39720435828975e-05
"Q04347","YMR014W","BUD22",7.65573051684685e-06,7.1292825493946e-06,8.32798597166162e-06,8.54265316332816e-06
"Q04371","YMR027W","YMR027W",9.03658513861787e-05,8.1835269335963e-05,7.30954723101755e-05,6.73758363035371e-05
"Q04372","YMR028W","TAP42",1.73992614552481e-06,1.44855967201743e-06,2.01384788597467e-06,2.05248711006804e-06
"Q04373","YDR496C","PUF6",0.000332401842261891,0.000252294481957928,0.00039689368257624,0.000391440051092079
"Q04401","YDR511W","SDH7",2.09152472454783e-05,1.97045807738274e-05,2.57085111612411e-05,2.65730595441612e-05
"Q04406","YDR512C","EMI1",5.01089655008265e-06,6.10658925527723e-06,5.31369578034787e-06,4.6978675728005e-06
"Q04408","YDR514C","YDR514C",1.02506609952498e-05,8.50573297928025e-06,1.14052284958597e-05,1.11861027858913e-05
"Q04409","YDR516C","EMI2",3.01670761094753e-05,2.83911461423614e-05,4.83999844788302e-05,3.51807145778463e-05
"Q04410","YDR517W","GRH1",1.77795618764213e-05,1.65764923067312e-05,1.82567571717885e-05,1.80501229002832e-05
"Q04418","YDR527W","RBA50",8.87201968174939e-06,8.84156629475391e-06,9.05006696967934e-06,8.75469770751051e-06
"Q04430","YDR531W","CAB1",2.59391606939322e-05,2.59936918200422e-05,2.73172931882912e-05,2.64811998619712e-05
"Q04431","YDR532C","KRE28",2.96161116808653e-06,2.70789522714504e-06,3.17117265858462e-06,2.78893519652975e-06
"Q04437","YMR106C","YKU80",1.3999378953867e-06,1.21056849292534e-06,1.46543771787907e-06,1.50767389095499e-06
"Q04439","YMR109W","MYO5",7.86205216517361e-05,7.48101823473906e-05,8.66388436322655e-05,8.89146264858525e-05
"Q04458","YMR110C","HFD1",7.50331755558415e-05,6.65915183742727e-05,8.11461657159724e-05,7.48403783470538e-05
"Q04472","YMR115W","MGR3",2.24873667798839e-05,1.87195009366353e-05,2.48229339430352e-05,2.44161996792064e-05
"Q04489","YML096W","YML096W",1.49168701972702e-05,1.33380299517073e-05,1.57995662524924e-05,1.60353643943995e-05
"Q04491","YLR208W","SEC13",0.000107161720871977,0.000118877122034541,0.000120346958053476,0.000122458245826662
"Q04493","YML094W","GIM5",4.46579062568122e-05,6.62451581164415e-05,6.27219449751611e-05,7.26734116928212e-05
"Q04500","YML093W","UTP14",9.8846283804958e-07,8.29690127619902e-07,1.10789771645384e-06,1.0205293529856e-06
"Q04511","YML088W","UFO1",9.778208500891e-07,7.5910619309988e-07,1.06813436044204e-06,9.68104135733245e-07
"Q04533","YML082W","YML082W",1.58860079653349e-05,1.77891952781318e-05,1.6739920562734e-05,1.71309330340908e-05
"Q04545","YML081W","TDA9",3.77892421273322e-06,3.03873272699418e-06,3.82407616903778e-06,3.44685639016821e-06
"Q04562","YDR107C","TMN2",5.01744353955948e-06,3.9114728944299e-06,4.49125209692679e-06,4.40505311242723e-06
"Q04585","YDR109C","YDR109C",7.43092857533635e-06,7.02845117032898e-06,7.55070384424337e-06,7.15063993150416e-06
"Q04599","YDR116C","MRPL1",4.98441926016157e-05,5.25188127702596e-05,5.89732389216653e-05,6.2261826068963e-05
"Q04600","YDR117C","TMA64",2.27673591418329e-05,2.52862255388721e-05,2.87053400874609e-05,2.93001395063828e-05
"Q04601","YDR118W","APC4",3.19630751575318e-06,2.70102290941164e-06,3.41558679842565e-06,3.25546835224978e-06
"Q04602","YDR119W","VBA4",9.85871486874991e-06,9.33770589835923e-06,9.7764414270477e-06,8.82285400696224e-06
"Q04603","YDR121W","DPB4",1.84971427477389e-05,1.44440951486675e-05,1.96950630138456e-05,1.96006924829608e-05
"Q04632","YML071C","COG8",1.00458936719062e-05,9.74450409545741e-06,1.07147967561968e-05,1.1624832279404e-05
"Q04636","YML069W","POB3",4.10754242589026e-05,4.56785051353565e-05,3.88967255467501e-05,3.82958168309097e-05
"Q04651","YML067C","ERV41",1.80000097265878e-06,1.55908705889671e-06,2.05019736994328e-06,1.92739634471894e-06
"Q04660","YMR049C","ERB1",0.000118290329835387,0.000126798137885204,0.000140950427211378,0.000141148008542386
"Q04673","YLR005W","SSL1",9.14257485905097e-06,8.5056535468917e-06,1.01960207833344e-05,9.67805151406125e-06
"Q04689","YML050W","AIM32",1.26342271597176e-06,1.38788947869896e-06,1.5600249553023e-06,1.49818007037936e-06
"Q04693","YML049C","RSE1",1.8973725256257e-05,1.85553102820387e-05,1.34522443388073e-05,1.47147908397396e-05
"Q04697","YML048W","GSF2",0.000392933781771182,0.000325728394796548,0.000406169503684614,0.000402568025902269
"Q04728","YMR062C","ARG7",0.000753427458503143,0.000617585960178724,0.000249982551329411,0.000264705653494432
"Q04740","YMR234W","RNH1",2.08527686910782e-07,1.78992359399473e-07,2.37651276587711e-07,2.4351021570597e-07
"Q04748","YMR066W","SOV1",8.80482192389375e-06,8.47576549096662e-06,1.05161451968114e-05,9.72849764320318e-06
"Q04767","YMR071C","TVP18",3.95042688121758e-06,3.12510193491381e-06,3.82414426260391e-06,3.8402389428182e-06
"Q04772","YMR073C","IRC21",8.62866425045762e-06,9.21323466904642e-06,9.2913459056229e-06,9.46858681958526e-06
"Q04773","YMR074C","YMR074C",2.46259173136154e-05,1.97407727563138e-05,3.41098112197363e-05,3.16651159320825e-05
"Q04781","YMR247C","RKR1",3.4962182923356e-05,2.59732016397025e-05,3.89301014467278e-05,3.80598498818151e-05
"Q04792","YMR250W","GAD1",2.08402357507079e-06,2.24524382145526e-06,2.01061958861934e-06,2.17619287820538e-06
"Q04835","YMR253C","YMR253C",3.35219710437952e-07,2.90297313061891e-07,2.7369954315642e-07,2.73777824202047e-07
"Q04847","YMR258C","ROY1",2.67517024175556e-06,3.09458756148824e-06,3.1100842557809e-06,3.27744728667177e-06
"Q04868","YMR312W","ELP6",8.58315304682467e-07,6.73540964498477e-07,8.7652537686988e-07,8.84070382747923e-07
"Q04869","YMR315W","YMR315W",0.000121986868411537,0.000160492570616045,0.000100742336584727,0.000108293808338866
"Q04894","YMR318C","ADH6",0.000219038961718545,0.000262352281290945,0.000236821588146324,0.000228810849341076
"Q04924","YDR221W","GTB1",2.03927155015678e-05,1.74246103965197e-05,2.22359370969551e-05,2.24029738835523e-05
"Q04934","YDR229W","IVY1",4.28796803178574e-05,3.82977327917192e-05,4.5285800797558e-05,4.49771050785344e-05
"Q04935","YDR231C","COX20",2.26204532095299e-05,2.0813708494602e-05,2.07879591447956e-05,2.02303842738543e-05
"Q04947","YDR233C","RTN1",0.000755114898074215,0.000645745464870422,0.000790790028322454,0.000801633870022438
"Q04951","YMR305C","SCW10",2.72236201978431e-05,2.62859997639453e-05,3.29339420099194e-05,3.32044023746387e-05
"Q04958","YML059C","NTE1",1.01201524875757e-05,9.99796906590126e-06,1.17648868947362e-05,1.168020999643e-05
"Q04969","YML055W","SPC2",2.28114147223968e-05,1.76537944600785e-05,1.80847923388187e-05,1.85267446199559e-05
"Q04991","YMR221C","FMP42",0.000115762975830955,9.56736658309381e-05,0.000101964033488137,0.000104272373881684
"Q05016","YMR226C","YMR226C",0.000734529947007773,0.000900996238298471,0.000694248680958152,0.000757010058371831
"Q05021","YMR227C","TAF7",1.58566500997755e-05,1.55866859959639e-05,1.85351276965677e-05,1.72074569290169e-05
"Q05022","YMR229C","RRP5",0.00046529471745774,0.000457646708831211,0.00054713858179811,0.000558157414270743
"Q05024","YMR233W","TRI1",9.37225562436976e-06,7.78606285202765e-06,1.05436780761071e-05,1.07941234465086e-05
"Q05027","YMR236W","TAF9",1.86092879511544e-05,2.13927263921413e-05,2.01656693733379e-05,2.215087705096e-05
"Q05029","YMR237W","BCH1",4.2101001069883e-05,3.53344142740625e-05,4.46024378979148e-05,4.3190699320014e-05
"Q05031","YMR238W","DFG5",1.8227786404319e-05,1.61482247155973e-05,1.86222514218497e-05,1.91310256311857e-05
"Q05040","YMR029C","FAR8",2.0100593405541e-05,1.7842185452249e-05,2.05888021696447e-05,1.87877787375099e-05
"Q05050","YMR031C","EIS1",2.01448658637771e-05,2.24729240590564e-05,2.38899810377649e-05,2.34911852578557e-05
"Q05080","YMR032W","HOF1",9.61309842332499e-07,8.98265366972207e-07,1.35106687529268e-06,9.9570453069809e-07
"Q05123","YMR033W","ARP9",5.96915647547149e-05,4.64924096204015e-05,6.0239683565749e-05,5.71508863388523e-05
"Q05166","YDL088C","ASM4",5.18535840422645e-06,6.27393482963242e-06,6.04595892103499e-06,6.34378057318762e-06
"Q05359","YAR002C-A","ERP1",4.19479472074057e-05,3.88079693944543e-05,6.13591187470568e-05,6.14895620550361e-05
"Q05468","YDR333C","RQC1",1.01137420871168e-05,8.25173528642254e-06,1.1789983567616e-05,1.11878931768474e-05
"Q05471","YDR334W","SWR1",3.85952548324807e-06,3.81292835636071e-06,4.12977303504235e-06,4.27263751148158e-06
"Q05498","YDR339C","FCF1",6.33844797297523e-06,5.95330593023551e-06,8.00213025679788e-06,7.18502865716915e-06
"Q05506","YDR341C","YDR341C",0.00125117475825626,0.00103400724688306,0.00140476212219348,0.00143339550289519
"Q05515","YDR346C","SVF1",2.61946734120636e-05,2.56960470098184e-05,2.71796166983408e-05,2.90449139295362e-05
"Q05518","YDR348C","PAL1",4.40791452645788e-06,6.16874706656543e-06,5.26140270177033e-06,4.57055171674263e-06
"Q05521","YDR284C","DPP1",2.96615527864434e-05,2.65334636209571e-05,2.50414023356569e-05,2.67734655937258e-05
"Q05541","YDR288W","NSE3",1.83364589240384e-06,1.53522435603712e-06,1.95108833795393e-06,1.98095036999134e-06
"Q05543","YDR289C","RTT103",2.29032136754643e-05,1.82097487964193e-05,2.59480054197254e-05,2.47566262366485e-05
"Q05549","YDR291W","HRQ1",3.32373412327584e-06,3.25884251382682e-06,4.16687431140736e-06,3.7706221286692e-06
"Q05567","YDR294C","DPL1",5.20861367601569e-05,4.32465135201232e-05,5.26857690994197e-05,5.31328118826485e-05
"Q05568","YDR265W","PEX10",1.0925678905837e-06,1.17480973771152e-06,9.78175501267014e-07,1.03601146245599e-06
"Q05580","YDR266C","HEL2",2.28528694311307e-06,2.11582374908203e-06,2.5941474807691e-06,2.58407739584491e-06
"Q05584","YDR272W","GLO2",9.78674505073173e-06,9.86941813290677e-06,9.92481991234022e-06,1.0262188141791e-05
"Q05635","YDR279W","RNH202",2.1321311152036e-06,1.54970070074354e-06,2.36325120063555e-06,2.330756950843e-06
"Q05636","YDR280W","RRP45",6.8283548779738e-05,9.5685248426016e-05,6.71542764074297e-05,6.83745417098427e-05
"Q05648","YDR282C","MRX10",4.36438172088808e-06,3.92412174425091e-06,4.73369940642565e-06,4.79043403623474e-06
"Q05775","YLR192C","HCR1",0.000262912330085102,0.000230370741292659,0.000304067801268272,0.000318926081200501
"Q05778","YLR199C","PBA1",3.43820307618735e-06,4.00372318641252e-06,3.73693567511324e-06,3.63468125971466e-06
"Q05779","YLR201C","COQ9",2.96943100623914e-05,2.68033608767509e-05,1.92123260261474e-05,1.95721625615315e-05
